time[s],xPos[m],yPos[m],zPos[m],speed[m/s],speed protern[m/s],acceleration[m/s^2],vx[m/s],vy[m/s],vz[m/s],ax[m/s^2],ay[m/s^2],az[m/s^2],aCourse[m/s^2],aCentripetal[m/s^2],Ekin[J],Epot [J],Pkin[W],Ppot[W],Curvature
1,8.01664896193135,4.63682054246718,1750.14,13.6536692932114,13.2138888888889,11.546779819145,9.831851417395,8.05075486179265,-4.99426961927116,-8.80136301978238,6.89252315030863,2.89089221664886,-3.33108803298026,11.2761381625135,7363.52605011063,72402.0624335662,-2786.03276756668,-3731.57298808456,0.0593053206603988
1.1,9.02734298150864,5.44854307730573,1749.65,13.391440877171,13.225,16.6379544946808,8.9315963652334,8.87492807426244,-4.55992618492721,-13.0758081690379,9.66455555407376,3.5271995174378,-3.51712524245764,16.5534723807315,7134.59090121249,72032.7856783214,-1727.39205633179,-3494.5206686555,0.0906814144693819
1.2,9.93083950279605,6.40481642550288,1749.3,13.0832717678717,13.1138888888889,20.4580210621944,7.43255516612847,9.94462394478743,-4.12717560217697,-16.7372915887889,11.2610010808158,3.40346157770436,-2.02251440852298,20.4560644200267,6853.68768265316,71692.6325034961,-38.8686322138607,-3255.14855233373,0.118931840338264
1.3,10.6429180030462,7.48340567157049,1748.84,12.9560329411488,12.8638888888889,21.7392067593468,5.42276689942065,11.1743701754826,-3.68589743589861,-18.3240905428221,11.4158183509728,2.54949165161999,1.45107254636364,21.697170631357,6775.54769278484,71386.3226853143,1828.36749925997,-3051.22152248695,0.129220065602866
1.4,11.1099779193648,8.59535036131939,1748.45,13.3048162279681,12.3472222222222,19.3245849161695,3.32228006565367,12.382667867968,-3.55670163170242,-16.4951607597103,10.0270371021881,0.898766179215312,4.97288215745766,19.0922002182974,7130.93504764304,71091.3183776221,3476.36103781004,-2926.51150015487,0.105490768488155
1.5,11.1788866459582,9.91856668981839,1748.21,13.9345797480313,11.725,13.5553558506809,1.7399813231734,13.3327203842537,-3.65835275835414,-11.4664862287193,7.15932854508719,-1.00567419608906,5.68233604107879,12.995568314241,7782.17141543763,70804.4913566431,4110.4976962172,-2911.73677376211,0.0633810462200581
1.6,11.2784214146214,11.3084997635723,1747.79,14.3456164687605,11.7305555555556,6.69632998670449,1.04007182447194,13.7891157545597,-3.81775446775545,-5.19366185496997,3.6696445586141,-2.09771796018951,3.70900368527924,5.83899332152638,8236.43672190011,70513.2006713282,3287.29629426424,-3007.88924739562,0.0270913661207997
1.7,11.3702991770037,12.7317877692405,1747.42,14.5734715179937,11.9833333333333,2.40837582207081,1.00877615993334,13.964805134682,-4.04384226884324,0.343446705056301,0.889738853257442,-2.21148891792958,1.4899952212042,1.48360125997949,8482.32924388627,70199.7746013985,1870.51225821903,-3141.63383050525,0.00890895784405405
1.8,11.5464013031857,14.1328399434243,1746.91,14.6524084705229,12.3472222222222,4.06131526043532,1.45290636698649,13.9114742414945,-4.36497668997859,3.79146749148749,-0.406536559731556,-1.39777821246433,0.406376447040683,4.00128842563264,8513.43918877639,69879.9274405591,953.350436034489,-3254.40646323402,0.018821906846993
1.9,11.7837573277705,15.4782917536638,1746.52,14.5168444167419,12.6166666666667,5.28630597682342,1.96347571799143,13.6547624612431,-4.5200660450676,5.14718804813822,-0.516432392792757,-1.08847768069739,0.549334819192239,5.27589686440102,8349.83137562003,69541.3475244752,956.235527212157,-3369.89223596917,0.0249488310125969
2,11.9828300137153,16.7681491650157,1746.08,14.4850428729477,12.7416666666667,5.81670527607799,2.42310307659536,13.5504571668527,-4.50889665889761,5.47905994135376,-0.547960754670407,-1.8744869802554,0.987437626063235,5.7949609359946,8396.60572512686,69182.6079440556,1209.10850711863,-3547.15928048644,0.0273204457610671
2.1,12.197215738098,18.1803201771417,1745.57,14.7300207601411,13.1194444444444,7.66390641016187,2.94440836972277,13.697052529422,-4.54914529914686,6.49743254388518,-1.85796974017659,-3.61480016681007,0.687482861412594,7.64577694076667,8806.20087347657,68834.9909370625,771.927818775546,-3834.79277389307,0.0351794516304794
2.2,12.5494224399048,19.5257715762379,1745.13,14.9016746517317,13.375,11.628342499963,3.60192441781045,13.6216247256751,-4.85153457653563,9.05850658606578,-4.60775958362033,-5.65069547455917,-0.182702374081718,11.616465333831,9103.47039992224,68455.8904615383,-113.837929093957,-4230.95574094876,0.052359326152698
2.3,12.9552270240585,20.8378676090238,1744.64,14.9651648694089,13.5916666666667,16.9651486071989,4.58736340836687,13.0261873001183,-5.76460761460852,13.2770791173867,-8.39263727524177,-6.41085617848489,-0.765859109039074,16.9502732242253,9026.4473607598,68014.9755524474,-512.333498727056,-4638.67426801656,0.0756748695957509
2.4,13.552448737823,22.1721993289923,1744.07,14.8444164878525,13.9416666666667,22.261785345706,6.02582917595271,11.8663106251931,-6.57546620046769,18.0202890844007,-12.2367945315829,-4.5953376029128,-0.431268831758436,22.2209119441372,8674.71411320081,67515.7220139856,492.311249800554,-4947.84550899008,0.101007173666217
2.5,14.1496716627908,23.3953394303421,1743.45,14.8835052091758,14.0472222222222,26.3058494874526,8.14102520374003,10.2799348982751,-7.0402680652698,21.8596657907553,-14.6261685621072,-0.477411736152603,2.08050023721179,26.1362300865926,8541.32608985879,66994.9367832164,3593.38409806498,-5060.57876831825,0.118380276594215
2.6,15.0301945236218,24.2181785245972,1742.58,15.3479579071397,13.6805555555556,27.8678293624995,10.5518868408573,8.75576982200156,-6.8959401709412,23.2788838309423,-14.6791049931958,4.38558520172806,5.65981160568979,27.3847795512649,9087.51897412943,66484.1947972026,7747.47353214724,-4912.50656723261,0.115839106150678
2.7,16.1787008490726,24.9631803372321,1741.77,16.077360496545,13.6472222222222,26.1192191638442,12.9978538754167,7.34876330964582,-5.9609557109563,21.2957518709738,-13.1256272266329,7.51148932544778,8.43212342247967,25.2759050072974,10263.462211231,66012.7476923071,10440.7745347629,-4551.7065639717,0.0956381633849541
2.8,17.6487937905526,25.6414697432264,1741.34,16.9418390581115,13.9138888888889,20.7401126358721,15.0027526575216,6.16950460500946,-4.88677156177249,16.1463828770286,-10.9955816986948,6.96733630912034,8.28452656613636,19.7388417134836,11626.0349296243,65583.8883356641,9879.27880649969,-4115.9373674341,0.0662436715123974
2.9,19.3945257971792,26.230803418489,1740.97,17.6957233905516,14.5694444444444,13.4728241193324,16.3558762359749,5.29408305878531,-4.19483294483448,9.42941426836907,-8.91151303767288,3.63153847361255,5.18850477566638,12.7063311415939,12748.677785786,65188.0125314682,6364.64730184258,-3778.05538396356,0.0397066325940329
3,20.9718134390742,26.7978996861817,1740.65,17.9233688866199,14.9138888888889,7.76504004380779,16.8399230794668,4.61074484104986,-4.0503302253306,3.33690143068965,-6.97776192551022,-0.686858234790764,1.49539333006503,7.53615456134133,13048.6961149886,64824.6629370627,1817.92893865812,-3628.41020131405,0.0237190835045711
3.1,22.6333249249149,27.2093239684475,1740.27,17.7430538579491,15.2722222222222,6.15934294127991,16.6839578120254,3.9004021615606,-4.60959595959704,-1.20100832341181,-4.7094864658311,-3.78362547083401,-1.18161613416308,6.11804111900046,12626.1683220808,64484.9671048949,-2082.00735565553,-3688.27802533153,0.0192015014129635
3.2,24.2642045781107,27.5206715583772,1739.63,17.460785531677,15.5888888888889,6.18381776769105,16.2551577481924,3.42400168859973,-5.37820512820663,-3.89101030809309,-2.09712806064884,-4.32454562509914,-2.70155445384278,5.58029618830745,12030.3513431271,64117.1538461532,-4437.76303427605,-3908.65403948111,0.0182448820743425
3.3,25.8874309691072,27.8320203269618,1739.01,17.233572207843,15.8944444444444,6.03458952550155,15.9105690400262,3.33099495186534,-5.72313519813617,-5.2677919646797,0.32386228833431,-2.92604712476472,-3.82907385700413,4.5649857793431,11699.5693456759,63700.0939300695,-5511.24555461422,-4171.08457658949,0.0157044806478618
3.4,27.464712820744,28.1989660907609,1738.49,16.9690311778834,16.0805555555556,6.23464182961208,15.5659500766994,3.57377520172929,-5.73387723387821,-5.78379956566089,2.23602319419139,-0.647009739376285,-4.61602172893664,4.08762063555155,11431.8434170464,63261.6852587409,-5766.32325399394,-4350.18642867665,0.014554138998126
3.5,28.9424602289718,28.5881513324235,1737.94,16.4238171206886,16.0416666666667,7.15209581202077,14.9174722354373,4.07218537167768,-5.5342657342664,-6.14837566902914,3.46810271471214,1.14987594853612,-5.11203848880744,4.71772597091943,10822.9224860461,62809.2270209785,-6203.20424927978,-4401.83892871654,0.0185434882398023
3.6,30.4508337861421,29.0106954440469,1737.39,15.82070299202,16.1583333333333,8.46003564034246,14.1691796812628,4.56074443998883,-5.35990675990828,-6.80199031820533,4.85873006262849,1.30302452985958,-5.1327230475916,6.45071573890979,10100.376390627,62362.9703496498,-6687.19957286045,-4365.5883221667,0.0268688482437912
3.7,31.8596656681004,29.5333133391881,1736.89,15.228754802041,16.0222222222222,10.5258261680235,13.4080512967382,4.903550659368,-5.30040792540864,-7.32239310067289,7.52275582979246,0.764016049563511,-4.29059404874977,9.64215256669085,9343.3447980233,61950.1179860136,-5732.44534982338,-4281.51172021396,0.0414447159899551
3.8,33.107708799371,30.0670510909432,1736.35,14.8689584673452,15.5666666666667,14.153944241463,12.7754712163589,5.57816750416807,-5.17274669774826,-7.66198541230422,11.8683793571373,0.877318965460812,-2.43593489745341,14.08089896275,8903.7823233159,61549.2114125872,-2426.34515929602,-4172.44590835636,0.0630648597600155
3.9,34.3251210117686,30.6675040067962,1735.79,14.7566613043469,15.2194444444444,19.0048090202168,12.0110938382808,6.82130469756443,-5.19254079254157,-8.2926729412677,16.9518577141297,2.24696716130469,0.295611931151196,18.8913736924262,8659.24968594519,61127.6878321678,2408.83822971675,-3977.36989811969,0.0872639257554066
4,35.47362493172,31.3680333094565,1735.3,15.1381485572966,14.8638888888889,23.0305451755975,11.0664500437227,8.95248049882431,-5.15270007770119,-9.52566301618937,20.5750900290327,4.041463285054,3.82863002976762,22.5252980270921,8997.04799057661,60713.4085594402,6396.94355912257,-3707.12939116796,0.0990998697076603
4.1,36.6068141714961,32.2464744480374,1734.89,15.9062081902015,14.7277777777778,23.9107796031554,10.1881720745695,11.3511914014267,-4.51210178710208,-11.045865982803,20.4941342273556,5.45020074784036,6.00418372495902,23.2774425801533,10038.69955435,60360.0107412587,7554.97256401912,-3359.00748072485,0.091478161704142
4.2,37.6098328269216,33.5808084223452,1734.4,16.6579269337774,14.8611111111111,20.8149683071611,8.98516842638323,13.5261967584882,-3.71419968920041,-12.1364559550402,15.8320596433376,5.94266185554004,4.98424686851408,20.5319007097568,11113.4737370687,60049.7128951048,5033.77552017141,-2951.68204802245,0.0728302323069458
4.3,38.352523385804,35.0930546461607,1733.88,16.9933486940396,14.825,15.6427513884399,7.64216965367134,14.8819945697311,-2.98284770784854,-12.3701245691914,8.34087815686207,4.70164234237431,0.916242586358946,15.6378958602934,11635.5988924404,59791.7716363633,42.85885054815,-2604.47830537813,0.0540765450499751
4.4,39.0645855615431,36.8054487401555,1733.73,16.6532300243479,15.1611111111111,11.9118067085685,6.38850196896039,15.1166022887599,-2.82939005439182,-11.7767315781185,0.831301610025463,1.5838781621112,-4.03228839540651,11.1294329726703,11149.1594539472,59536.8305454543,-5400.18897276214,-2406.70973022363,0.0404159518111027
4.5,39.7077415836887,38.1731449053341,1733.7,15.7634161758823,14.9194444444444,11.0705292259716,5.25992521473565,14.6008627055845,-2.76283993784085,-10.2515446086278,-3.80886205998178,-1.71901724495022,-6.64739541936009,9.1077236532711,10004.4784752968,59301.9759440555,-8540.11755008022,-2388.16031004037,0.0356263049173099
4.6,40.0829094654407,39.5519557820095,1733.27,14.8273074371435,14.5666666666667,9.62790438860088,4.43373593670002,13.8388236576826,-2.94584304584441,-7.92149258422367,-4.70407022534684,-2.79610827206939,-6.20366907114746,7.65482072505192,8844.30882558011,59068.4933706291,-7949.53260220279,-2473.88405627037,0.0334903168395314
4.7,40.5652708628339,40.8529284932282,1732.91,14.4116738396645,14.4083333333333,6.48924702189654,3.73182145513042,13.4458322032528,-3.60270007770144,-5.66060698661136,-2.60347847985202,-1.81376824850012,-3.4413661402927,5.49667653807089,8216.62193124546,58813.1132307688,-4584.47145438479,-2566.98629957445,0.0264885495316058
4.8,40.9174680934491,42.1427828376223,1732.39,14.3961248662301,14.1361111111111,3.18761714088889,3.30183355217178,13.440188420782,-3.96328671328742,-3.18111659671365,0.0792451219030538,0.18740449742785,-0.707217115151834,3.07963016223275,8103.43644835001,58553.2145454541,-836.978439921716,-2608.22250965801,0.0149973367886212
4.9,41.2007549166627,43.59942698578,1732.21,14.5752336016713,14.2416666666667,1.96904161533629,3.17966297868819,13.7540289152088,-3.62682595182726,-0.275789643205572,1.17886188504549,1.55285208941923,0.665873243855191,1.89258492030215,8405.07835367337,58269.0035244751,1125.19216849206,-2584.29179747973,0.00872273162570499
